,airplane,automobile,deer,dog,frog,horse
frog,0.7984661978347017,0.6674078012631928,0.8896308404081629,0.8364701867199479,1.0,0.8080249737739948
horse,0.8690228389811488,0.553609365679955,0.9447221818106423,0.9067966409134649,0.725848972614789,1.0
