,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9619855315890883,0.8173673372945207,0.8729889001156408,0.8330079370464062,0.8440200870590953,0.8243377224303203,1.0,0.8462924844649284
truck,0.8890125116558425,0.9370698432511985,0.8359231755419987,0.8142213687281247,0.8214149570086628,0.8289289960099907,0.8734291478041821,1.0
