,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9659250789641023,0.7992212298550565,0.8727220959195517,0.8403294886074173,0.8342304428664155,0.8371711802418127,1.0,0.850400483545644
truck,0.8915160779446222,0.9292105008246455,0.8344216646551147,0.8209434226842616,0.8109879758639394,0.8378749766244524,0.8750453814029643,1.0
