,airplane,automobile,deer,dog,frog,horse
frog,0.8064583939570631,0.644786830618991,0.8974947774556783,0.8456252159341515,1.0,0.8056347820341159
horse,0.872923757969307,0.55708096007029,0.9289260249297964,0.9038981617583599,0.7371710952722468,1.0
