,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9745514055135976,0.810927090838577,0.8665172755597084,0.8254472231123346,0.837682717122356,0.832709387687981,1.0,0.8521649001654457
truck,0.8920795194273495,0.949713039365994,0.8222535963944008,0.8111582463845998,0.8003923313937412,0.8409062705198141,0.8834969965141005,1.0
