,airplane,automobile,deer,dog,frog,horse
frog,0.8098151850346383,0.6848718199892019,0.8811396570302358,0.8449601643349327,1.0,0.7792131736109913
horse,0.8588462631545432,0.6286507926278364,0.9057166337352442,0.8953792341592797,0.7114070763230964,1.0
