,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9658100573573509,0.8953472334066369,0.8231654745405803,0.8056178719151212,0.8028176935832296,0.8226782300669678,1.0,0.8845634391301133
truck,0.8860022674944391,0.9777210655968265,0.8116593201003159,0.7985412921588066,0.8043428297182457,0.8275401323652142,0.894193092566152,1.0
