,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.9390190366397122,0.7332840274299147,0.9706623321508829,0.9399922450018466,0.9500261994951977,0.8962060929095175,0.8410529444746326,0.7402640827856866,1.0,0.9894930391126091
cat,0.9098386057339549,0.7335767057871116,0.9660013937097036,0.976554836044142,0.9426648591366562,0.914178565345805,0.8254138301379199,0.7417266725773801,0.9900445315273266,1.0
