,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9680414065722358,0.7934202606224164,0.8782789250292581,0.8300470356562587,0.8560620048083811,0.8302653895278778,1.0,0.8438849777835722
truck,0.8916821599910212,0.9372810645029008,0.8292321716665869,0.8110853768773246,0.8245112242105097,0.830312545955006,0.8758954567966509,1.0
