,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9624310443834634,0.7994192319621723,0.8778790706017322,0.8492324230598195,0.8355387836805975,0.8273481905184237,1.0,0.8481512557937915
truck,0.8927860135331434,0.9269404829040561,0.8377530603281383,0.8276770670905114,0.8065934468799496,0.8330849174687571,0.875165011795444,1.0
