,airplane,automobile,deer,dog,frog,horse
frog,0.6800359057299012,0.6264963997641156,0.9407681653419356,0.8949099592006391,1.0,0.8577895699634084
horse,0.7171206420889673,0.5316178996210343,0.9610682959351853,0.9595520194041577,0.8306411429506555,1.0
