,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9742832323064408,0.8940502620834017,0.8196781120728213,0.8127521928531305,0.784619510029484,0.8228639431226366,1.0,0.8917527475320853
truck,0.8880749386820772,0.9754293873206002,0.810997388788488,0.8077128665697527,0.7948103182834465,0.8268134731547502,0.896161627200885,1.0
