,airplane,automobile,deer,dog,frog,horse
frog,0.7915944467965583,0.6773721841884086,0.8851687119065185,0.8489320924675706,1.0,0.796932564640944
horse,0.8770476690596214,0.5984462126323906,0.928470776192812,0.9012885163369915,0.6947468257781846,1.0
