,airplane,automobile,deer,dog,frog,horse
frog,0.8079338340009538,0.6900437709253407,0.8828382798868876,0.8408667804770712,1.0,0.7783173347097466
horse,0.8578289497370148,0.6385455092341629,0.9066879175783289,0.8852642699131332,0.7116733535373602,1.0
