,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9671939328693762,0.8024889641596101,0.8703817153641971,0.8429315937567278,0.8424080127144818,0.8295084250285473,1.0,0.8450873561070598
truck,0.8883765967776501,0.9403198623164737,0.8305168757181448,0.8165906231380334,0.8079160494600119,0.8399117763052277,0.8763682162844583,1.0
