,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.9365424044497199,0.7291246111100107,0.9691108471882682,0.940490882471504,0.9425773802877964,0.8924214665097884,0.8649030286418743,0.7372651173070398,1.0,0.9875642620339983
cat,0.9006175372715195,0.732670555670519,0.9645301890133455,0.9782146689939666,0.942707950331897,0.9126275320653745,0.8370690087016996,0.7433238968756293,0.9882386610760492,1.0
