,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.968285079418369,0.9042632684097844,0.8239707448344921,0.7987682972770038,0.7883397384354169,0.8218063069324096,1.0,0.8945665646925242
truck,0.8930232642714437,0.976621340217152,0.8164078943376358,0.7971845248235323,0.7850529966192302,0.8353875025368653,0.8963224771941406,1.0
