,airplane,automobile,deer,dog,frog,horse
frog,0.8043332131214604,0.6979825377791808,0.8827834072000454,0.8327187734646614,1.0,0.7821820684346519
horse,0.8511550799711971,0.6388474078797355,0.9150124213145499,0.8868127544787491,0.7081723363557686,1.0
