,airplane,automobile,deer,dog,frog,horse
frog,0.7928501519482953,0.7087187453280765,0.882930455767573,0.8415730643811699,1.0,0.7739275825748854
horse,0.8616777869883915,0.6440949485505496,0.9184423210006909,0.9002044888117274,0.6755804546486406,1.0
