,airplane,automobile,deer,dog,frog,horse
frog,0.772309128519347,0.7137941492286269,0.8855010983858359,0.8339779171467498,1.0,0.7944177067194403
horse,0.8626191521978026,0.6063307619429099,0.9453836547993948,0.9245224135328345,0.6611440175270582,1.0
