,airplane,automobile,deer,dog,frog,horse
frog,0.7965464096140225,0.6824758744829151,0.8876445154504503,0.841852091491443,1.0,0.7914811089611692
horse,0.8531063229632211,0.6259847570249333,0.9133494171540139,0.880759250403264,0.7268002524545678,1.0
