,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.926716278053902,0.7654727166118293,0.9823701560320429,0.9548746382231835,0.9520462728009237,0.9219705231179578,0.8052379697793421,0.718888119818692,1.0,0.9724233255621269
cat,0.8961256995815494,0.7793241042516564,0.9636057453265872,0.9875627778303149,0.9518103232868927,0.9054722541522443,0.8036954216992457,0.7392023259459494,0.97320134792556,1.0
