,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9600933566387936,0.801432224755651,0.879091482696454,0.843962178390591,0.840523640377174,0.8297731572007211,1.0,0.8451239599406153
truck,0.8919401723424593,0.9304012367695617,0.8380418198361859,0.8202586999494322,0.8123226364338173,0.8333129239407326,0.8737225107278108,1.0
