,airplane,automobile,deer,dog,frog,horse
frog,0.7711035156866733,0.734459322035387,0.8732472246246331,0.8294165844939665,1.0,0.79177335315934
horse,0.9044450796803953,0.5473816444239192,0.951983703297401,0.9170897842994381,0.6790997882988463,1.0
