,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9765205238248139,0.8013806984156818,0.879616718485278,0.8256070739583414,0.8334948259703916,0.8210495161420848,1.0,0.8623306432034082
truck,0.8835676499830754,0.9456191655126274,0.8371493300472145,0.8147843498448142,0.7915948317109728,0.8451616057744198,0.882123067126876,1.0
