,airplane,automobile,deer,dog,frog,horse
frog,0.8020505588353709,0.7053282401258089,0.87980335269798,0.8385478501018722,1.0,0.7742699982389681
horse,0.8560205501173792,0.6531167929894864,0.9047817860332981,0.8998218903055852,0.6862589805542509,1.0
