,airplane,automobile,deer,dog,frog,horse
frog,0.7345122874429406,0.5169911141089458,0.9445325973302836,0.9104443435927543,1.0,0.8935196575250758
horse,0.7680268130162444,0.39311194901645463,0.977788807939191,0.976037009684605,0.885035420343505,1.0
