,airplane,automobile,deer,dog,frog,horse
frog,0.8083582540947701,0.6620535313296072,0.8945354765398857,0.8475493423901648,1.0,0.787503395645572
horse,0.848807548340548,0.6124872958641973,0.9164836907822931,0.8901466220858997,0.7320748429270623,1.0
