,airplane,automobile,deer,dog,frog,horse
frog,0.7149187371301504,0.6214650373023232,0.9352034222950276,0.8815524959065253,1.0,0.8468603073659735
horse,0.749203118987141,0.5191252062768903,0.9585700882861993,0.9544892605883639,0.8186123258614055,1.0
