,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.9438178254696985,0.7594691961525968,0.958038434474247,0.9360319985763913,0.940030867170971,0.889338439223261,0.857199928194746,0.7505293649428192,1.0,0.9655439457952695
cat,0.9090721689989963,0.7617898542848394,0.9487726504437398,0.9792136513593338,0.9423094837682454,0.8997001735824244,0.8412413507502181,0.7526219147560311,0.9652787520561718,1.0
