,airplane,automobile,deer,dog,frog,horse
frog,0.797736093094529,0.6426601214434609,0.8979395038211406,0.8482202791685161,1.0,0.8134440024723535
horse,0.8588064394295214,0.5141566640151884,0.9525416810659459,0.9327980877038916,0.7416971277854526,1.0
