,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9626290835039091,0.8075721512542161,0.8716242524443224,0.8421484835732935,0.8319157289096595,0.8288198618952739,1.0,0.8552904384193253
truck,0.8962031918737885,0.928278503080523,0.8346926786914604,0.8227661621883453,0.8097013287310815,0.8322301759849186,0.8761279594498828,1.0
