,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9613198502203216,0.8025747807014546,0.8715750027148452,0.8511709985963699,0.8331583456462571,0.8328812961431289,1.0,0.8473197259776225
truck,0.8927018101737357,0.9343218584821931,0.8310175229035808,0.8266240586680909,0.7992797768220323,0.8389687623558812,0.8770862105944861,1.0
