,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.964520674176713,0.8044556611757026,0.8714479315755254,0.841416736568846,0.8411416672981267,0.8311984775013896,1.0,0.8458188517036966
truck,0.8911779241307074,0.9315702844391209,0.8310026158017891,0.8198979664168576,0.8138470188787538,0.83582312757686,0.8766810627559112,1.0
