,airplane,automobile,deer,dog,frog,horse
frog,0.8098588788922614,0.6557252495459815,0.8964379606951962,0.8422018293968369,1.0,0.795776081469724
horse,0.8615849190700365,0.5742018729391014,0.9285708732497321,0.8991612358700578,0.7364810988710722,1.0
