,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9873065643499673,0.9086474961216905,0.8014256764519678,0.7855242859541722,0.7558299368679281,0.8217873545812373,1.0,0.9394786856730368
truck,0.912199657909346,0.9687688487449174,0.7976624180407808,0.7811390643520533,0.7951859367732449,0.8130253642215187,0.932018709958139,1.0
