,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.9075112689421023,0.7589223892834215,0.9804649945752554,0.9528859732850382,0.9246636741833164,0.9021854155783109,0.8413049312956352,0.7476821827343114,1.0,0.9843791701226084
cat,0.8759459852143899,0.7676982316768517,0.9696106664279226,0.9861856317820049,0.9093924488909388,0.9189630191818472,0.8163044233638375,0.7707026601219968,0.9851969333402105,1.0
