,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9795261770757295,0.8156768120030484,0.8695365289796109,0.8294999078721933,0.8233738955312051,0.8215557709125862,1.0,0.8608309076256266
truck,0.8878275541283479,0.9500436063803327,0.8298565757012222,0.8189107330607718,0.7891442014560176,0.8403687287975165,0.8838486004757914,1.0
