,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.9488624217754422,0.7438110593017511,0.9595403417050038,0.9281043365424554,0.9283170526052986,0.8905577463067564,0.882665726272601,0.7556147124745047,1.0,0.962526603016187
cat,0.9119964986371826,0.7426900148600994,0.9540776368014598,0.9740670992681594,0.9284923278961795,0.8988569741892392,0.8638787157467007,0.7645292601518348,0.9614114724491446,1.0
