,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.9503152607658413,0.7058404266784092,0.9717241042525799,0.9421676559519476,0.958794942002664,0.8970035128574039,0.8935553554673132,0.7135723527715765,1.0,0.9670263892522643
cat,0.9088691659213715,0.7132378237545929,0.9586410307984288,0.9850371317823613,0.9515759787464055,0.9181660550518304,0.8624607284523287,0.7354862287015362,0.9665258567911449,1.0
