,airplane,automobile,deer,dog,frog,horse,ship,truck,bird,cat
bird,0.9517262675041231,0.768943983142446,0.9674538906369431,0.9172981212603023,0.9457714888799349,0.8905848127665486,0.8841959050428102,0.7219642298281915,1.0,0.9520613009387002
cat,0.8983071589584181,0.7730589903411822,0.9574856266893438,0.9781185533670214,0.9392135196909549,0.918862361567732,0.8470959649112091,0.735894909597099,0.9519629148770397,1.0
