,airplane,automobile,deer,dog,frog,horse
frog,0.7954860047001435,0.6663709250538103,0.8903350982811234,0.8429231590528268,1.0,0.8048848129120958
horse,0.866367980615718,0.5609747120984343,0.9416967902719374,0.9149176286657037,0.7160428883482066,1.0
