,airplane,automobile,deer,dog,frog,horse
frog,0.8003486700293001,0.6990442616171153,0.8765334077573188,0.8379021295705145,1.0,0.7861715310257514
horse,0.8794528664323698,0.5974330935093857,0.9252489881629938,0.9004644217265377,0.6974006301687129,1.0
