,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9620670231347087,0.808602014799382,0.8721109460370468,0.8470508643227328,0.8451075901596998,0.8213539243927782,1.0,0.8437076371536516
truck,0.893878442576306,0.9383329518326756,0.82956996175589,0.820009130048872,0.8125037443360444,0.8271590369729471,0.8785467324772647,1.0
