,airplane,automobile,deer,dog,frog,horse
frog,0.8095786303623403,0.6665047094338568,0.8899580028178852,0.844560769063613,1.0,0.7893978883223047
horse,0.8544997856072807,0.6019822760182761,0.919196306612453,0.8971195532536975,0.7272020785082927,1.0
