,airplane,automobile,deer,dog,frog,horse,ship,truck
ship,0.9815227487999854,0.9024573018045738,0.8096309845676704,0.8101815754525712,0.7663649590368115,0.820198679525422,1.0,0.9096437508129658
truck,0.8973461039439677,0.9740696618209386,0.8059233826966226,0.8018297046025973,0.7877475735140147,0.8230936433943518,0.9099899300275074,1.0
